target	index	A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
P32248_WT		2:2	Number of points 4 < 30										
P51684_WT		4:70	Not enough data in minority class of the training set for all 5 folds										
P51684_WT	Fold 1	3:32		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P51684_WT	Fold 2	2:32		0.46875	0.9411764705882353	0.734375	0.96875	0.5	0.96875	0.5	0.96875	0.0390625	0.9609375
P51684_WT	Fold 3	2:32		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P51684_WT	Fold 4	3:31		0.8036375634160796	0.9705882352941176	0.8333333333333333	1.0	0.6666666666666666	0.96875	1.0	0.9841269841269841	0.0	1.0
P51684_WT	Fold 5	3:31		0.8036375634160796	0.9705882352941176	0.8333333333333333	1.0	0.6666666666666666	0.96875	1.0	0.9841269841269841	0.11827956989247314	0.881720430107527
P51684_WT	Mean	-		0.8152050253664319	0.9764705882352942	0.8802083333333333	0.99375	0.7666666666666666	0.98125	0.9	0.9874007936507937	0.031468413978494626	0.9685315860215054
P51684_WT	SD	-		0.17729310113163965	0.02009206032541098	0.09518576501300555	0.01141088661469096	0.18257418583505536	0.013975424859373685	0.1825741858350554	0.010698658503605492	0.04196155019496789	0.04196155019496785
P51684_WT	Test set	4:70		0.7357142857142858	0.972972972972973	0.8678571428571429	0.9857142857142858	0.75	0.9857142857142858	0.75	0.9857142857142858	0.0035714285714285713	0.9964285714285714
P51686_WT	Fold 1	19:5		0.29019050004400465	0.7083333333333334	0.6684210526315789	0.6	0.7368421052631579	0.375	0.875	0.4615384615384615	0.28421052631578947	0.7157894736842105
P51686_WT	Fold 2	18:6		0.1111111111111111	0.6666666666666666	0.5555555555555556	0.3333333333333333	0.7777777777777778	0.3333333333333333	0.7777777777777778	0.3333333333333333	0.39814814814814814	0.6018518518518521
P51686_WT	Fold 3	18:5		0.0	0.782608695652174	0.5	0.0	1.0	0.0	0.782608695652174	0.0	0.4	0.6000000000000001
P51686_WT	Fold 4	18:5		0.23333333333333334	0.7391304347826086	0.6166666666666667	0.4	0.8333333333333334	0.4	0.8333333333333334	0.4000000000000001	0.2777777777777778	0.7222222222222222
P51686_WT	Fold 5	18:5		0.23333333333333334	0.7391304347826086	0.6166666666666667	0.4	0.8333333333333334	0.4	0.8333333333333334	0.4000000000000001	0.32222222222222224	0.6777777777777778
P51686_WT	Mean	-		0.17359365556435652	0.7271739130434781	0.5914619883040936	0.3466666666666667	0.8362573099415205	0.30166666666666664	0.8204106280193237	0.318974358974359	0.33647173489278753	0.6635282651072126
P51686_WT	SD	-		0.09554345255435862	0.035059535685717166	0.05299027650136545	0.17805533888009004	0.0817842756171469	0.13947653459884823	0.033066947669132186	0.1502251943887825	0.048681077012657926	0.04868107701265786
P51686_WT	Test set	38:13		0.3193520527015302	0.7647058823529411	0.6396761133603239	0.38461538461538464	0.8947368421052632	0.5555555555555556	0.8095238095238095	0.4545454545454546	0.25303643724696356	0.7469635627530364
P51685_WT	Fold 1	17:7		0.4698714938993648	0.7916666666666666	0.6428571428571428	0.2857142857142857	1.0	1.0	0.7727272727272727	0.4444444444444445	0.2899159663865546	0.7100840336134453
P51685_WT	Fold 2	17:7		0.8997354108424374	0.9583333333333334	0.9285714285714286	0.8571428571428571	1.0	1.0	0.9444444444444444	0.923076923076923	0.0	1.0
P51685_WT	Fold 3	17:7		0.3949579831932773	0.75	0.6974789915966386	0.5714285714285714	0.8235294117647058	0.5714285714285714	0.8235294117647058	0.5714285714285714	0.31512605042016806	0.6848739495798319
P51685_WT	Fold 4	16:8		0.5185629788417315	0.7916666666666666	0.75	0.625	0.875	0.7142857142857143	0.8235294117647058	0.6666666666666666	0.15625	0.84375
P51685_WT	Fold 5	16:7		0.90571104663684	0.9565217391304348	0.96875	1.0	0.9375	0.875	1.0	0.9333333333333333	0.044642857142857144	0.9553571428571429
P51685_WT	Mean	-		0.6377677826827302	0.8496376811594203	0.797531512605042	0.6678571428571429	0.9272058823529411	0.8321428571428571	0.8728461081402257	0.7077899877899878	0.16118697478991595	0.838813025210084
P51685_WT	SD	-		0.20073871021641992	0.0815351572424721	0.11738905564394632	0.2248393228250685	0.06347991899286148	0.15278035454433886	0.07765574486567363	0.17647223758823408	0.11536647274628554	0.11536647274628559
P51685_WT	Test set	34:17		0.4902903378454601	0.7843137254901961	0.7205882352941176	0.5294117647058824	0.9117647058823529	0.75	0.7948717948717948	0.6206896551724139	0.10034602076124569	0.8996539792387542
