target	index	number	error	R2	MSE	RMSE	MSLE	RMSLE	MAE	Explained Variance	Max Error	Mean Poisson Distrib	Mean Gamma Distrib	Pearson r	Spearman r	Kendall tau
Q9IP65_WT		4.0	Number of points 4 < 30													
P30939_WT	Fold 1	4.0		0.5438251558256064	0.14151684103400136	0.37618724198728665	0.0017505726932294423	0.04183984576010579	0.36869869709014913	0.5964597052463929	0.48183094024658235	0.01768245546897873	0.0022145196688379	0.7985487684437902	0.6000000000000001	0.3333333333333334
P30939_WT	Fold 2	4.0		-0.6280134115374234	1.2930849596544616	1.1371389359504236	0.018363124186835188	0.13551060544044213	0.7474516410827636	-0.4178290733656338	2.167051856994629	0.1672947435055976	0.021744993520613987	-0.2708763647451354	-0.21081851067789195	-0.18257418583505539
P30939_WT	Fold 3	4.0		0.9698001223347417	0.02288023327843494	0.15126213431799426	0.0003996201424313167	0.01999050130515282	0.124395583152771	0.9870159895621744	0.25972394943237287	0.0034904823366019855	0.0005398920445536248	0.9987532456331911	0.7999999999999999	0.6666666666666669
P30939_WT	Fold 4	4.0		-55.705109249143575	0.21945940500216912	0.4684649453290706	0.0027852117019847647	0.052775104945274764	0.43063496494293196	-55.40871480198319	0.648431968688965	0.02781216191783109	0.0035319314825202897	-0.5304023860342085	-0.39999999999999997	-0.3333333333333334
P30939_WT	Fold 5	3.0		0.5584427665642382	0.2885355741885985	0.5371550746186788	0.004803642825384657	0.06930831714437061	0.5149494425455728	0.9642472326718153	0.6442757415771485	0.04190657635805254	0.006193492867802093	0.9884558237214105	0.8660254037844387	0.816496580927726
P30939_WT	Mean	3.8		-10.852210923191283	0.3930954026315331	0.5340416664406907	0.005620434309973074	0.06388487491906922	0.43722606576283773	-10.655764189573688	0.8402628913879395	0.05163728391741239	0.00684496591686558	0.3968958174038096	0.33104137862130945	0.2601178123518675
P30939_WT	SD	0.3651483716701107		20.47823765243585	0.4186116864951164	0.29985399382697214	0.005962584875269824	0.03581383655502383	0.18478960315196216	20.4321374403675	0.6192842578030511	0.05402162521268356	0.00700721563676166	0.6026749183736108	0.48416637509692173	0.41399683677395815
P30939_WT	Test set	12.0		-5.316389650430721	4.105244242686287	2.02614023272978	0.06317445148401273	0.2513452833932094	1.8343235540390015	-0.13934634211044883	2.875455856323242	0.5486445594183816	0.07385120275299457	-0.1742885664416491	0.41271446000033474	0.31265269974036114
P28566_WT	Fold 1	5.0		0.7682467772470023	0.10798535852098574	0.3286112574471327	0.0020111714026262058	0.044846085700161235	0.23994967346191398	0.8774905478006507	0.5937440910339351	0.017267034166934536	0.0027773404272471323	0.990129962881257	0.9999999999999999	0.9999999999999999
