target	index	number	error	R2	MSE	RMSE	MSLE	RMSLE	MAE	Explained Variance	Max Error	Mean Poisson Distrib	Mean Gamma Distrib	Pearson r	Spearman r	Kendall tau
Q9IP65_WT		4.0	Number of points 4 < 30													
P30939_WT	Fold 1	5.0		-1.324756085618151	0.8481115637796351	0.9209297279269657	0.014405723839549115	0.12002384696196466	0.8576115509033204	-0.9305944410335738	1.2677260093688965	0.12478909202761272	0.01842168863637079	-0.17066447005964525	-0.6	-0.39999999999999997
P30939_WT	Fold 2	4.0		0.37847634811088193	0.6780318054143121	0.8234268670709695	0.01184345336562131	0.10882763144358748	0.691638617515564	0.8169727780593454	1.193830833435059	0.10041054778442415	0.01492239451933175	0.9941439369345642	0.7999999999999999	0.6666666666666669
P30939_WT	Fold 3	4.0		-138.37719490631193	1.293376813357166	1.1372672567858295	0.020900456883781993	0.14456990310497547	0.8626636981964111	-72.18534027526555	1.736829204559326	0.1958451530731269	0.029766487117083296	-0.14657164202622874	-0.19999999999999998	0.0
P30939_WT	Fold 4	4.0		0.5261182898891656	1.0461768043689366	1.0228278468877041	0.018255470816772326	0.1351128077451295	0.8116931676864625	0.5774030234877348	1.8600521087646484	0.1525463303974357	0.02243727169542231	0.8250385111905499	0.6000000000000001	0.3333333333333334
P30939_WT	Fold 5	4.0		-0.18141115481162484	1.2047071060205665	1.097591502345279	0.021199493582036658	0.14560045872879884	0.9699146842956543	-0.12178924780903011	1.5193540000915524	0.18466112942684632	0.028448833855313826	0.3555151133532197	0.39999999999999997	0.3333333333333334
P30939_WT	Mean	4.2		-27.795753501748333	1.0140808185881232	1.0004086402033496	0.017320919697552277	0.13082692959689118	0.8387043437194824	-14.368669632512214	1.5155584312438966	0.15165045054188914	0.022799335164704396	0.371492289878492	0.2	0.18666666666666676
P30939_WT	SD	0.3651483716701107		50.47678747038777	0.20649839355885435	0.10513234197353488	0.0033474072540648813	0.013077786185053009	0.08216408185163332	26.395427928022773	0.2354359827506303	0.03263622595831428	0.005192929725377866	0.4389340703159954	0.47609522856952335	0.3297586098053253
P30939_WT	Test set	10.0		0.28274963562204347	0.5647470211256176	0.7514965210336091	0.009130514299801742	0.0955537246778049	0.5914033569335937	0.35323201627317224	1.4725087165832518	0.08331757533133341	0.01239379806734453	0.6917873664413936	0.6848484848484848	0.4666666666666666
P28566_WT	Fold 1	6.0		-1.5305945651138213	0.29854302763316215	0.5463909110089242	0.006055163827120065	0.07781493318843154	0.49695232963562014	-0.19359234156659766	0.730754203796387	0.050411270242812556	0.008519658547322617	-0.13197843568472822	0.028571428571428574	0.06666666666666665
